1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	6	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	5	5	6	4	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	5	5	5	5	5	5	5	5	5	5	8	5	5	5	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	4	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	3	1	1	1	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	2	5	5	5	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	6	1	1	1	1	1	1	4	5	5	6	1	1	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	3	1	1	1	1	2	5	5	5	5	3	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	6	1	1	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	6	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	12	13	5	6	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	14	15	5	9	1	1	1	1	1	1	1	1	1	1	1	1
16	16	16	16	16	16	16	16	16	16	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	14	15	19	16	16	16	16	16	16	16	16	1	1	1	1	1
20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	14	15	20	20	20	20	20	20	20	20	20	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
[MAP_INFOR]
204	432

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas,4 = Flower, 5 = Ground, 6 = ColorBox, 7 = Pipe, 8 = QuestionBrick, 9 = WeakBreak, 10 = CloundBrick, 11 = Coin, 12 = Bullet
# Ground
1	5	0	416	22	64	1	0	0	5	1	
# Qbrick
1	8	624	176	21	1	1	1	3	0	3	0	
#coin
1	11	176	352	5	1	1	12	0	0	0	0	
2	11	208	352	5	1	1	12	1	0	1	0	
3	11	240	352	5	1	1	12	1	0	1	0	
4	11	272	352	5	1	1	12	1	0	1	0	
5	11	192	336	5	1	1	12	0	0	1	0	
6	11	224	336	5	1	1	12	1	0	1	0	
7	11	256	336	5	1	1	12	1	0	1	0	
8	11	352	352	5	1	1	12	1	0	1	0	
9	11	384	352	5	1	1	12	1	0	1	0	
10	11	416	352	5	1	1	12	2	0	2	0	
11	11	336	336	5	1	1	12	1	0	1	0	
12	11	368	336	5	1	1	12	1	0	1	0	
13	11	400	336	5	1	1	12	1	0	2	0	
14	11	432	336	5	1	1	12	2	0	2	0	
15	11	480	352	5	1	1	12	2	0	2	0	
16	11	512	352	5	1	1	12	2	0	2	0	
17	11	544	352	5	1	1	12	2	0	2	0	
18	11	576	352	5	1	1	12	2	0	2	0	
19	11	496	336	5	1	1	12	2	0	2	0	
20	11	528	336	5	1	1	12	2	0	2	0	
21	11	560	336	5	1	1	12	2	0	2	0	
22	11	640	352	5	1	1	12	3	0	3	0	
23	11	672	352	5	1	1	12	3	0	3	0	
24	11	704	352	5	1	1	12	3	0	3	0	
25	11	624	336	5	1	1	12	3	0	3	0	
26	11	656	336	5	1	1	12	3	0	3	0	
27	11	688	336	5	1	1	12	3	0	3	0	
28	11	720	336	5	1	1	12	3	0	3	0	
29	11	768	352	5	1	1	12	3	0	3	0	
30	11	800	352	5	1	1	12	3	0	4	0	
31	11	832	352	5	1	1	12	4	0	4	0	
32	11	864	352	5	1	1	12	4	0	4	0	
33	11	784	336	5	1	1	12	3	0	3	0	
34	11	816	336	5	1	1	12	4	0	4	0	
35	11	848	336	5	1	1	12	4	0	4	0	
36	11	608	128	5	1	1	12	2	0	3	0	
37	11	624	128	5	1	1	12	3	0	3	0	
38	11	640	128	5	1	1	12	3	0	3	0	
39	11	592	144	5	1	1	12	2	0	2	0	
40	11	608	144	5	1	1	12	2	0	3	0	
41	11	640	144	5	1	1	12	3	0	3	0	
42	11	656	144	5	1	1	12	3	0	3	0	
43	11	576	160	5	1	1	12	2	0	2	0	
44	11	592	160	5	1	1	12	2	0	2	0	
45	11	656	160	5	1	1	12	3	0	3	0	
46	11	672	160	5	1	1	12	3	0	3	0	
47	11	576	176	5	1	1	12	2	0	2	0	
48	11	672	176	5	1	1	12	3	0	3	0	
49	11	576	192	5	1	1	12	2	0	2	0	
50	11	592	192	5	1	1	12	2	0	2	0	
51	11	656	192	5	1	1	12	3	0	3	0	
52	11	672	192	5	1	1	12	3	0	3	0	
53	11	592	208	5	1	1	12	2	0	2	0	
54	11	608	208	5	1	1	12	2	0	3	0	
55	11	640	208	5	1	1	12	3	0	3	0	
56	11	656	208	5	1	1	12	3	0	3	0	
57	11	608	224	5	1	1	12	2	0	3	0	
58	11	624	224	5	1	1	12	3	0	3	0	
59	11	640	224	5	1	1	12	3	0	3	0	
